Lead_0,Lead_1,Lead_2,Lead_3,Lead_4,Lead_5,Lead_6,Lead_7,Lead_8,Lead_9,Lead_10
-693.807703709978,-455.1425619123751,-449.440432830764,-406.854582018677,-514.883603279053,-667.2831048566406,-480.79118271429786,-427.1091963302558,-678.3229925461629,-470.92505598318655,-381.3908347715145
-696.249109959978,-452.7011556623751,-446.999026580764,-401.971769518677,-517.325009529053,-662.4002923566406,-483.23258896429786,-429.5506025802558,-680.7643987961629,-473.36646223318655,-383.8322410215145
-698.690516209978,-447.8183431623751,-449.440432830764,-404.413175768677,-519.766415779053,-664.8416986066406,-485.67399521429786,-427.1091963302558,-678.3229925461629,-478.24927473318655,-381.3908347715145
-693.807703709978,-450.2597494123751,-446.999026580764,-406.854582018677,-522.207822029053,-659.9588861066406,-488.11540146429786,-424.6677900802558,-678.3229925461629,-473.36646223318655,-383.8322410215145
-691.366297459978,-447.8183431623751,-451.881839080764,-409.295988268677,-517.325009529053,-662.4002923566406,-490.55680771429786,-422.2263838302558,-675.8815862961629,-475.80786848318655,-386.2736472715145
-698.690516209978,-445.3769369123751,-449.440432830764,-406.854582018677,-519.766415779053,-659.9588861066406,-492.99821396429786,-419.7849775802558,-678.3229925461629,-478.24927473318655,-388.7150535215145
-701.131922459978,-442.9355306623751,-449.440432830764,-401.971769518677,-522.207822029053,-655.0760736066406,-495.43962021429786,-422.2263838302558,-680.7643987961629,-480.69068098318655,-386.2736472715145
-701.131922459978,-438.0527181623751,-451.881839080764,-397.088957018677,-524.649228279053,-657.5174798566406,-497.88102646429786,-419.7849775802558,-678.3229925461629,-478.24927473318655,-388.7150535215145
-703.573328709978,-440.4941244123751,-449.440432830764,-399.530363268677,-524.649228279053,-662.4002923566406,-500.32243271429786,-424.6677900802558,-673.4401800461629,-480.69068098318655,-391.1564597715145
-698.690516209978,-442.9355306623751,-446.999026580764,-397.088957018677,-529.532040779053,-664.8416986066406,-502.76383896429786,-427.1091963302558,-668.5573675461629,-478.24927473318655,-386.2736472715145
-693.807703709978,-440.4941244123751,-444.557620330764,-399.530363268677,-531.973447029053,-672.1659173566406,-497.88102646429786,-429.5506025802558,-670.9987737961629,-473.36646223318655,-388.7150535215145
-688.924891209978,-438.0527181623751,-446.999026580764,-401.971769518677,-534.414853279053,-674.6073236066406,-495.43962021429786,-427.1091963302558,-668.5573675461629,-470.92505598318655,-386.2736472715145
-686.483484959978,-435.6113119123751,-449.440432830764,-404.413175768677,-536.856259529053,-672.1659173566406,-492.99821396429786,-424.6677900802558,-663.6745550461629,-468.48364973318655,-386.2736472715145
-686.483484959978,-430.7284994123751,-451.881839080764,-401.971769518677,-536.856259529053,-672.1659173566406,-492.99821396429786,-422.2263838302558,-663.6745550461629,-468.48364973318655,-386.2736472715145
-681.600672459978,-433.1699056623751,-449.440432830764,-404.413175768677,-536.856259529053,-669.7245111066406,-500.32243271429786,-424.6677900802558,-663.6745550461629,-468.48364973318655,-383.8322410215145
-681.600672459978,-430.7284994123751,-449.440432830764,-406.854582018677,-531.973447029053,-669.7245111066406,-497.88102646429786,-431.9920088302558,-666.1159612961629,-468.48364973318655,-383.8322410215145
-688.924891209978,-433.1699056623751,-451.881839080764,-406.854582018677,-531.973447029053,-674.6073236066406,-497.88102646429786,-431.9920088302558,-666.1159612961629,-466.04224348318655,-383.8322410215145
-686.483484959978,-435.6113119123751,-451.881839080764,-401.971769518677,-529.532040779053,-669.7245111066406,-497.88102646429786,-431.9920088302558,-666.1159612961629,-463.60083723318655,-383.8322410215145
-686.483484959978,-435.6113119123751,-451.881839080764,-397.088957018677,-527.090634529053,-669.7245111066406,-497.88102646429786,-424.6677900802558,-668.5573675461629,-466.04224348318655,-383.8322410215145
-688.924891209978,-438.0527181623751,-451.881839080764,-397.088957018677,-527.090634529053,-669.7245111066406,-500.32243271429786,-419.7849775802558,-668.5573675461629,-468.48364973318655,-378.9494285215145
-688.924891209978,-438.0527181623751,-454.323245330764,-389.764738268677,-527.090634529053,-662.4002923566406,-502.76383896429786,-422.2263838302558,-666.1159612961629,-466.04224348318655,-374.0666160215145
-684.042078709978,-440.4941244123751,-459.206057830764,-392.206144518677,-529.532040779053,-657.5174798566406,-500.32243271429786,-424.6677900802558,-668.5573675461629,-461.15943098318655,-376.5080222715145
-688.924891209978,-442.9355306623751,-456.764651580764,-389.764738268677,-531.973447029053,-659.9588861066406,-505.20524521429786,-422.2263838302558,-666.1159612961629,-456.27661848318655,-374.0666160215145
-686.483484959978,-447.8183431623751,-454.323245330764,-392.206144518677,-529.532040779053,-662.4002923566406,-507.64665146429786,-422.2263838302558,-668.5573675461629,-448.95239973318655,-371.6252097715145
-679.159266209978,-447.8183431623751,-461.647464080764,-397.088957018677,-527.090634529053,-659.9588861066406,-502.76383896429786,-424.6677900802558,-668.5573675461629,-451.39380598318655,-371.6252097715145
-681.600672459978,-447.8183431623751,-459.206057830764,-389.764738268677,-529.532040779053,-662.4002923566406,-505.20524521429786,-427.1091963302558,-673.4401800461629,-451.39380598318655,-376.5080222715145
-684.042078709978,-452.7011556623751,-461.647464080764,-392.206144518677,-527.090634529053,-659.9588861066406,-500.32243271429786,-429.5506025802558,-670.9987737961629,-448.95239973318655,-371.6252097715145
-679.159266209978,-455.1425619123751,-459.206057830764,-389.764738268677,-531.973447029053,-662.4002923566406,-505.20524521429786,-424.6677900802558,-673.4401800461629,-446.51099348318655,-371.6252097715145
-684.042078709978,-452.7011556623751,-456.764651580764,-394.647550768677,-534.414853279053,-659.9588861066406,-505.20524521429786,-419.7849775802558,-675.8815862961629,-448.95239973318655,-366.7423972715145
-686.483484959978,-457.5839681623751,-451.881839080764,-397.088957018677,-536.856259529053,-662.4002923566406,-502.76383896429786,-417.3435713302558,-675.8815862961629,-451.39380598318655,-366.7423972715145
-684.042078709978,-457.5839681623751,-449.440432830764,-399.530363268677,-539.297665779053,-664.8416986066406,-505.20524521429786,-419.7849775802558,-673.4401800461629,-448.95239973318655,-369.1838035215145
-686.483484959978,-455.1425619123751,-451.881839080764,-397.088957018677,-541.739072029053,-669.7245111066406,-500.32243271429786,-417.3435713302558,-675.8815862961629,-446.51099348318655,-366.7423972715145
-679.159266209978,-452.7011556623751,-449.440432830764,-392.206144518677,-539.297665779053,-669.7245111066406,-497.88102646429786,-417.3435713302558,-673.4401800461629,-446.51099348318655,-369.1838035215145
-681.600672459978,-447.8183431623751,-451.881839080764,-394.647550768677,-541.739072029053,-667.2831048566406,-495.43962021429786,-419.7849775802558,-668.5573675461629,-444.06958723318655,-371.6252097715145
-679.159266209978,-445.3769369123751,-446.999026580764,-397.088957018677,-536.856259529053,-669.7245111066406,-492.99821396429786,-417.3435713302558,-670.9987737961629,-441.62818098318655,-369.1838035215145
-674.276453709978,-440.4941244123751,-449.440432830764,-399.530363268677,-531.973447029053,-669.7245111066406,-488.11540146429786,-422.2263838302558,-673.4401800461629,-439.18677473318655,-369.1838035215145
-669.393641209978,-438.0527181623751,-442.116214080764,-397.088957018677,-529.532040779053,-672.1659173566406,-490.55680771429786,-424.6677900802558,-675.8815862961629,-436.74536848318655,-366.7423972715145
-674.276453709978,-440.4941244123751,-444.557620330764,-392.206144518677,-529.532040779053,-667.2831048566406,-495.43962021429786,-427.1091963302558,-678.3229925461629,-439.18677473318655,-361.8595847715145
-676.717859959978,-442.9355306623751,-446.999026580764,-394.647550768677,-531.973447029053,-669.7245111066406,-492.99821396429786,-424.6677900802558,-673.4401800461629,-441.62818098318655,-356.9767722715145
-679.159266209978,-445.3769369123751,-442.116214080764,-397.088957018677,-534.414853279053,-672.1659173566406,-495.43962021429786,-427.1091963302558,-675.8815862961629,-446.51099348318655,-356.9767722715145
-671.835047459978,-447.8183431623751,-439.674807830764,-394.647550768677,-529.532040779053,-667.2831048566406,-492.99821396429786,-424.6677900802558,-670.9987737961629,-446.51099348318655,-361.8595847715145
-674.276453709978,-442.9355306623751,-442.116214080764,-392.206144518677,-529.532040779053,-662.4002923566406,-495.43962021429786,-427.1091963302558,-673.4401800461629,-444.06958723318655,-359.4181785215145
-676.717859959978,-445.3769369123751,-444.557620330764,-387.323332018677,-524.649228279053,-664.8416986066406,-492.99821396429786,-424.6677900802558,-670.9987737961629,-446.51099348318655,-356.9767722715145
-681.600672459978,-450.2597494123751,-446.999026580764,-389.764738268677,-519.766415779053,-662.4002923566406,-492.99821396429786,-422.2263838302558,-668.5573675461629,-444.06958723318655,-356.9767722715145
-679.159266209978,-450.2597494123751,-444.557620330764,-389.764738268677,-522.207822029053,-664.8416986066406,-495.43962021429786,-419.7849775802558,-666.1159612961629,-441.62818098318655,-359.4181785215145
-681.600672459978,-445.3769369123751,-446.999026580764,-392.206144518677,-524.649228279053,-664.8416986066406,-497.88102646429786,-419.7849775802558,-668.5573675461629,-441.62818098318655,-352.0939597715145
-681.600672459978,-442.9355306623751,-451.881839080764,-387.323332018677,-522.207822029053,-667.2831048566406,-492.99821396429786,-422.2263838302558,-668.5573675461629,-439.18677473318655,-354.5353660215145
-684.042078709978,-440.4941244123751,-451.881839080764,-384.881925768677,-522.207822029053,-667.2831048566406,-495.43962021429786,-422.2263838302558,-668.5573675461629,-444.06958723318655,-356.9767722715145
-681.600672459978,-442.9355306623751,-451.881839080764,-387.323332018677,-522.207822029053,-667.2831048566406,-495.43962021429786,-419.7849775802558,-668.5573675461629,-444.06958723318655,-356.9767722715145
-679.159266209978,-442.9355306623751,-449.440432830764,-387.323332018677,-524.649228279053,-669.7245111066406,-495.43962021429786,-417.3435713302558,-668.5573675461629,-444.06958723318655,-354.5353660215145
-671.835047459978,-445.3769369123751,-451.881839080764,-387.323332018677,-522.207822029053,-677.0487298566406,-492.99821396429786,-414.9021650802558,-670.9987737961629,-444.06958723318655,-354.5353660215145
-669.393641209978,-445.3769369123751,-451.881839080764,-387.323332018677,-524.649228279053,-677.0487298566406,-488.11540146429786,-414.9021650802558,-670.9987737961629,-441.62818098318655,-354.5353660215145
-666.952234959978,-447.8183431623751,-454.323245330764,-387.323332018677,-522.207822029053,-679.4901361066406,-485.67399521429786,-417.3435713302558,-668.5573675461629,-439.18677473318655,-354.5353660215145
-669.393641209978,-445.3769369123751,-454.323245330764,-387.323332018677,-522.207822029053,-677.0487298566406,-488.11540146429786,-414.9021650802558,-666.1159612961629,-436.74536848318655,-356.9767722715145
-669.393641209978,-445.3769369123751,-456.764651580764,-382.440519518677,-527.090634529053,-677.0487298566406,-492.99821396429786,-417.3435713302558,-668.5573675461629,-434.30396223318655,-354.5353660215145
-671.835047459978,-440.4941244123751,-459.206057830764,-379.999113268677,-524.649228279053,-672.1659173566406,-490.55680771429786,-417.3435713302558,-663.6745550461629,-431.86255598318655,-359.4181785215145
-669.393641209978,-438.0527181623751,-456.764651580764,-382.440519518677,-527.090634529053,-669.7245111066406,-492.99821396429786,-414.9021650802558,-666.1159612961629,-429.42114973318655,-361.8595847715145
-666.952234959978,-442.9355306623751,-459.206057830764,-384.881925768677,-524.649228279053,-667.2831048566406,-488.11540146429786,-410.0193525802558,-663.6745550461629,-431.86255598318655,-356.9767722715145
-669.393641209978,-447.8183431623751,-456.764651580764,-384.881925768677,-519.766415779053,-669.7245111066406,-490.55680771429786,-412.4607588302558,-666.1159612961629,-429.42114973318655,-354.5353660215145
-666.952234959978,-450.2597494123751,-454.323245330764,-392.206144518677,-522.207822029053,-667.2831048566406,-488.11540146429786,-407.5779463302558,-663.6745550461629,-426.97974348318655,-356.9767722715145
-666.952234959978,-445.3769369123751,-446.999026580764,-394.647550768677,-524.649228279053,-664.8416986066406,-490.55680771429786,-407.5779463302558,-668.5573675461629,-431.86255598318655,-354.5353660215145
-664.510828709978,-440.4941244123751,-449.440432830764,-397.088957018677,-527.090634529053,-667.2831048566406,-492.99821396429786,-402.6951338302558,-666.1159612961629,-434.30396223318655,-352.0939597715145
-666.952234959978,-442.9355306623751,-454.323245330764,-399.530363268677,-529.532040779053,-669.7245111066406,-495.43962021429786,-405.1365400802558,-668.5573675461629,-429.42114973318655,-354.5353660215145
-669.393641209978,-440.4941244123751,-456.764651580764,-401.971769518677,-531.973447029053,-672.1659173566406,-500.32243271429786,-402.6951338302558,-668.5573675461629,-431.86255598318655,-354.5353660215145
-666.952234959978,-440.4941244123751,-454.323245330764,-406.854582018677,-534.414853279053,-669.7245111066406,-497.88102646429786,-397.8123213302558,-666.1159612961629,-429.42114973318655,-352.0939597715145
-669.393641209978,-442.9355306623751,-456.764651580764,-404.413175768677,-536.856259529053,-667.2831048566406,-500.32243271429786,-400.2537275802558,-663.6745550461629,-426.97974348318655,-352.0939597715145
-664.510828709978,-445.3769369123751,-454.323245330764,-401.971769518677,-539.297665779053,-669.7245111066406,-502.76383896429786,-402.6951338302558,-661.2331487961629,-424.53833723318655,-356.9767722715145
-666.952234959978,-440.4941244123751,-456.764651580764,-406.854582018677,-536.856259529053,-669.7245111066406,-505.20524521429786,-405.1365400802558,-653.9089300461629,-426.97974348318655,-359.4181785215145
-662.069422459978,-442.9355306623751,-459.206057830764,-409.295988268677,-531.973447029053,-667.2831048566406,-500.32243271429786,-407.5779463302558,-646.5847112961629,-429.42114973318655,-361.8595847715145
-659.628016209978,-440.4941244123751,-454.323245330764,-411.737394518677,-527.090634529053,-664.8416986066406,-505.20524521429786,-407.5779463302558,-649.0261175461629,-434.30396223318655,-364.3009910215145
-657.186609959978,-438.0527181623751,-449.440432830764,-414.178800768677,-529.532040779053,-659.9588861066406,-502.76383896429786,-412.4607588302558,-651.4675237961629,-431.86255598318655,-364.3009910215145
-652.303797459978,-435.6113119123751,-454.323245330764,-411.737394518677,-527.090634529053,-655.0760736066406,-497.88102646429786,-410.0193525802558,-649.0261175461629,-434.30396223318655,-366.7423972715145
-654.745203709978,-438.0527181623751,-456.764651580764,-414.178800768677,-524.649228279053,-652.6346673566406,-492.99821396429786,-412.4607588302558,-651.4675237961629,-436.74536848318655,-369.1838035215145
-657.186609959978,-440.4941244123751,-461.647464080764,-411.737394518677,-524.649228279053,-655.0760736066406,-490.55680771429786,-414.9021650802558,-651.4675237961629,-431.86255598318655,-364.3009910215145
-659.628016209978,-430.7284994123751,-459.206057830764,-416.620207018677,-524.649228279053,-652.6346673566406,-497.88102646429786,-417.3435713302558,-656.3503362961629,-426.97974348318655,-366.7423972715145
-657.186609959978,-428.2870931623751,-454.323245330764,-414.178800768677,-522.207822029053,-650.1932611066406,-500.32243271429786,-419.7849775802558,-653.9089300461629,-426.97974348318655,-361.8595847715145
-654.745203709978,-425.8456869123751,-456.764651580764,-416.620207018677,-524.649228279053,-652.6346673566406,-495.43962021429786,-417.3435713302558,-646.5847112961629,-429.42114973318655,-364.3009910215145
-657.186609959978,-423.4042806623751,-459.206057830764,-416.620207018677,-514.883603279053,-655.0760736066406,-497.88102646429786,-412.4607588302558,-641.7018987961629,-426.97974348318655,-371.6252097715145
-659.628016209978,-425.8456869123751,-456.764651580764,-414.178800768677,-512.442197029053,-650.1932611066406,-495.43962021429786,-410.0193525802558,-636.8190862961629,-424.53833723318655,-371.6252097715145
-662.069422459978,-430.7284994123751,-454.323245330764,-411.737394518677,-514.883603279053,-652.6346673566406,-490.55680771429786,-412.4607588302558,-639.2604925461629,-419.65552473318655,-369.1838035215145
-659.628016209978,-433.1699056623751,-456.764651580764,-409.295988268677,-514.883603279053,-655.0760736066406,-492.99821396429786,-412.4607588302558,-636.8190862961629,-422.09693098318655,-366.7423972715145
-659.628016209978,-435.6113119123751,-456.764651580764,-404.413175768677,-514.883603279053,-645.3104486066406,-492.99821396429786,-412.4607588302558,-639.2604925461629,-422.09693098318655,-364.3009910215145
-666.952234959978,-438.0527181623751,-456.764651580764,-404.413175768677,-512.442197029053,-640.4276361066406,-490.55680771429786,-412.4607588302558,-639.2604925461629,-419.65552473318655,-364.3009910215145
-666.952234959978,-445.3769369123751,-461.647464080764,-404.413175768677,-510.000790779053,-647.7518548566406,-490.55680771429786,-412.4607588302558,-639.2604925461629,-417.21411848318655,-364.3009910215145
-664.510828709978,-447.8183431623751,-461.647464080764,-404.413175768677,-507.559384529053,-647.7518548566406,-490.55680771429786,-412.4607588302558,-641.7018987961629,-417.21411848318655,-364.3009910215145
-662.069422459978,-447.8183431623751,-464.088870330764,-401.971769518677,-507.559384529053,-647.7518548566406,-490.55680771429786,-414.9021650802558,-644.1433050461629,-414.77271223318655,-364.3009910215145
-659.628016209978,-445.3769369123751,-461.647464080764,-401.971769518677,-505.117978279053,-650.1932611066406,-488.11540146429786,-414.9021650802558,-646.5847112961629,-417.21411848318655,-359.4181785215145
-654.745203709978,-440.4941244123751,-466.530276580764,-404.413175768677,-502.676572029053,-647.7518548566406,-488.11540146429786,-417.3435713302558,-644.1433050461629,-419.65552473318655,-356.9767722715145
-662.069422459978,-442.9355306623751,-468.971682830764,-401.971769518677,-500.235165779053,-650.1932611066406,-490.55680771429786,-412.4607588302558,-646.5847112961629,-422.09693098318655,-352.0939597715145
-664.510828709978,-447.8183431623751,-471.413089080764,-399.530363268677,-497.793759529053,-647.7518548566406,-492.99821396429786,-414.9021650802558,-651.4675237961629,-419.65552473318655,-349.6525535215145
-662.069422459978,-447.8183431623751,-466.530276580764,-401.971769518677,-500.235165779053,-645.3104486066406,-490.55680771429786,-417.3435713302558,-653.9089300461629,-417.21411848318655,-352.0939597715145
-659.628016209978,-450.2597494123751,-471.413089080764,-399.530363268677,-497.793759529053,-647.7518548566406,-492.99821396429786,-410.0193525802558,-653.9089300461629,-409.88989973318655,-347.2111472715145
-657.186609959978,-455.1425619123751,-473.854495330764,-397.088957018677,-495.352353279053,-647.7518548566406,-495.43962021429786,-407.5779463302558,-656.3503362961629,-412.33130598318655,-349.6525535215145
-659.628016209978,-450.2597494123751,-471.413089080764,-394.647550768677,-497.793759529053,-650.1932611066406,-497.88102646429786,-405.1365400802558,-653.9089300461629,-407.44849348318655,-347.2111472715145
-657.186609959978,-445.3769369123751,-468.971682830764,-392.206144518677,-492.910947029053,-647.7518548566406,-495.43962021429786,-410.0193525802558,-656.3503362961629,-409.88989973318655,-349.6525535215145
-652.303797459978,-447.8183431623751,-473.854495330764,-389.764738268677,-490.469540779053,-642.8690423566406,-497.88102646429786,-405.1365400802558,-658.7917425461629,-414.77271223318655,-347.2111472715145
-649.862391209978,-445.3769369123751,-466.530276580764,-392.206144518677,-492.910947029053,-640.4276361066406,-495.43962021429786,-402.6951338302558,-653.9089300461629,-412.33130598318655,-347.2111472715145
-644.979578709978,-442.9355306623751,-471.413089080764,-389.764738268677,-490.469540779053,-637.9862298566406,-500.32243271429786,-400.2537275802558,-656.3503362961629,-414.77271223318655,-349.6525535215145
-642.538172459978,-442.9355306623751,-466.530276580764,-387.323332018677,-492.910947029053,-642.8690423566406,-500.32243271429786,-402.6951338302558,-651.4675237961629,-417.21411848318655,-352.0939597715145
-644.979578709978,-438.0527181623751,-464.088870330764,-379.999113268677,-495.352353279053,-647.7518548566406,-497.88102646429786,-400.2537275802558,-649.0261175461629,-419.65552473318655,-354.5353660215145
-642.538172459978,-435.6113119123751,-464.088870330764,-375.116300768677,-497.793759529053,-650.1932611066406,-500.32243271429786,-402.6951338302558,-646.5847112961629,-417.21411848318655,-349.6525535215145
-644.979578709978,-438.0527181623751,-461.647464080764,-375.116300768677,-497.793759529053,-652.6346673566406,-500.32243271429786,-400.2537275802558,-649.0261175461629,-412.33130598318655,-352.0939597715145
-642.538172459978,-435.6113119123751,-461.647464080764,-370.233488268677,-495.352353279053,-655.0760736066406,-500.32243271429786,-397.8123213302558,-649.0261175461629,-409.88989973318655,-354.5353660215145
-644.979578709978,-433.1699056623751,-459.206057830764,-367.792082018677,-490.469540779053,-657.5174798566406,-497.88102646429786,-395.3709150802558,-653.9089300461629,-407.44849348318655,-354.5353660215145
-642.538172459978,-433.1699056623751,-459.206057830764,-375.116300768677,-492.910947029053,-655.0760736066406,-495.43962021429786,-395.3709150802558,-649.0261175461629,-409.88989973318655,-356.9767722715145
-644.979578709978,-435.6113119123751,-456.764651580764,-372.674894518677,-488.028134529053,-657.5174798566406,-497.88102646429786,-397.8123213302558,-651.4675237961629,-412.33130598318655,-352.0939597715145
-647.420984959978,-438.0527181623751,-459.206057830764,-375.116300768677,-485.586728279053,-655.0760736066406,-492.99821396429786,-395.3709150802558,-651.4675237961629,-407.44849348318655,-354.5353660215145
-649.862391209978,-440.4941244123751,-461.647464080764,-377.557707018677,-480.703915779053,-652.6346673566406,-497.88102646429786,-397.8123213302558,-653.9089300461629,-409.88989973318655,-356.9767722715145
-644.979578709978,-442.9355306623751,-459.206057830764,-375.116300768677,-475.821103279053,-655.0760736066406,-495.43962021429786,-395.3709150802558,-649.0261175461629,-412.33130598318655,-359.4181785215145
-642.538172459978,-440.4941244123751,-454.323245330764,-370.233488268677,-473.379697029053,-647.7518548566406,-497.88102646429786,-392.9295088302558,-649.0261175461629,-417.21411848318655,-359.4181785215145
-637.655359959978,-445.3769369123751,-456.764651580764,-370.233488268677,-468.496884529053,-645.3104486066406,-497.88102646429786,-388.0466963302558,-646.5847112961629,-414.77271223318655,-361.8595847715145
-640.096766209978,-438.0527181623751,-459.206057830764,-365.350675768677,-470.938290779053,-642.8690423566406,-497.88102646429786,-383.1638838302558,-644.1433050461629,-417.21411848318655,-366.7423972715145
-637.655359959978,-438.0527181623751,-464.088870330764,-360.467863268677,-473.379697029053,-637.9862298566406,-500.32243271429786,-390.4881025802558,-641.7018987961629,-414.77271223318655,-361.8595847715145
-635.213953709978,-435.6113119123751,-464.088870330764,-365.350675768677,-470.938290779053,-637.9862298566406,-502.76383896429786,-392.9295088302558,-639.2604925461629,-412.33130598318655,-364.3009910215145
-632.772547459978,-433.1699056623751,-459.206057830764,-362.909269518677,-468.496884529053,-635.5448236066406,-497.88102646429786,-390.4881025802558,-636.8190862961629,-409.88989973318655,-361.8595847715145
-635.213953709978,-430.7284994123751,-459.206057830764,-365.350675768677,-470.938290779053,-635.5448236066406,-495.43962021429786,-392.9295088302558,-634.3776800461629,-409.88989973318655,-359.4181785215145
-637.655359959978,-430.7284994123751,-459.206057830764,-365.350675768677,-468.496884529053,-637.9862298566406,-492.99821396429786,-395.3709150802558,-634.3776800461629,-407.44849348318655,-366.7423972715145
-640.096766209978,-430.7284994123751,-459.206057830764,-362.909269518677,-468.496884529053,-637.9862298566406,-492.99821396429786,-392.9295088302558,-631.9362737961629,-409.88989973318655,-369.1838035215145
-640.096766209978,-428.2870931623751,-459.206057830764,-362.909269518677,-466.055478279053,-630.6620111066406,-495.43962021429786,-392.9295088302558,-631.9362737961629,-407.44849348318655,-376.5080222715145
-640.096766209978,-428.2870931623751,-456.764651580764,-362.909269518677,-463.614072029053,-630.6620111066406,-495.43962021429786,-392.9295088302558,-631.9362737961629,-409.88989973318655,-376.5080222715145
-637.655359959978,-428.2870931623751,-456.764651580764,-360.467863268677,-458.731259529053,-630.6620111066406,-495.43962021429786,-390.4881025802558,-629.4948675461629,-409.88989973318655,-376.5080222715145
-632.772547459978,-430.7284994123751,-456.764651580764,-360.467863268677,-458.731259529053,-625.7791986066406,-495.43962021429786,-390.4881025802558,-629.4948675461629,-405.00708723318655,-374.0666160215145
-632.772547459978,-428.2870931623751,-461.647464080764,-358.026457018677,-458.731259529053,-618.4549798566406,-505.20524521429786,-392.9295088302558,-629.4948675461629,-407.44849348318655,-369.1838035215145
-635.213953709978,-430.7284994123751,-464.088870330764,-353.143644518677,-461.172665779053,-613.5721673566406,-507.64665146429786,-388.0466963302558,-631.9362737961629,-402.56568098318655,-371.6252097715145
-637.655359959978,-435.6113119123751,-461.647464080764,-353.143644518677,-456.289853279053,-613.5721673566406,-502.76383896429786,-392.9295088302558,-634.3776800461629,-400.12427473318655,-369.1838035215145
-640.096766209978,-438.0527181623751,-464.088870330764,-355.585050768677,-458.731259529053,-616.0135736066406,-505.20524521429786,-395.3709150802558,-627.0534612961629,-397.68286848318655,-371.6252097715145
-642.538172459978,-440.4941244123751,-461.647464080764,-358.026457018677,-456.289853279053,-613.5721673566406,-507.64665146429786,-397.8123213302558,-629.4948675461629,-395.24146223318655,-369.1838035215145
-644.979578709978,-442.9355306623751,-466.530276580764,-360.467863268677,-453.848447029053,-611.1307611066406,-510.08805771429786,-400.2537275802558,-627.0534612961629,-397.68286848318655,-366.7423972715145
-647.420984959978,-438.0527181623751,-468.971682830764,-362.909269518677,-458.731259529053,-611.1307611066406,-517.4122764642979,-402.6951338302558,-622.1706487961629,-395.24146223318655,-361.8595847715145
-649.862391209978,-440.4941244123751,-473.854495330764,-365.350675768677,-453.848447029053,-608.6893548566406,-519.8536827142979,-407.5779463302558,-624.6120550461629,-400.12427473318655,-361.8595847715145
-657.186609959978,-442.9355306623751,-478.737307830764,-367.792082018677,-456.289853279053,-611.1307611066406,-517.4122764642979,-407.5779463302558,-619.7292425461629,-402.56568098318655,-359.4181785215145
-659.628016209978,-440.4941244123751,-483.620120330764,-370.233488268677,-458.731259529053,-613.5721673566406,-510.08805771429786,-405.1365400802558,-624.6120550461629,-400.12427473318655,-356.9767722715145
-654.745203709978,-435.6113119123751,-481.178714080764,-375.116300768677,-458.731259529053,-606.2479486066406,-512.5294639642979,-407.5779463302558,-622.1706487961629,-402.56568098318655,-354.5353660215145
-657.186609959978,-433.1699056623751,-478.737307830764,-372.674894518677,-456.289853279053,-603.8065423566406,-514.9708702142979,-410.0193525802558,-624.6120550461629,-405.00708723318655,-356.9767722715145
-659.628016209978,-435.6113119123751,-473.854495330764,-370.233488268677,-461.172665779053,-601.3651361066406,-512.5294639642979,-405.1365400802558,-622.1706487961629,-402.56568098318655,-361.8595847715145
-657.186609959978,-442.9355306623751,-471.413089080764,-370.233488268677,-463.614072029053,-598.9237298566406,-514.9708702142979,-402.6951338302558,-619.7292425461629,-405.00708723318655,-364.3009910215145
-654.745203709978,-442.9355306623751,-466.530276580764,-372.674894518677,-466.055478279053,-596.4823236066406,-514.9708702142979,-397.8123213302558,-617.2878362961629,-409.88989973318655,-366.7423972715145
-657.186609959978,-440.4941244123751,-466.530276580764,-367.792082018677,-468.496884529053,-598.9237298566406,-517.4122764642979,-400.2537275802558,-612.4050237961629,-412.33130598318655,-364.3009910215145
-657.186609959978,-435.6113119123751,-464.088870330764,-362.909269518677,-470.938290779053,-603.8065423566406,-519.8536827142979,-402.6951338302558,-609.9636175461629,-409.88989973318655,-366.7423972715145
-659.628016209978,-440.4941244123751,-466.530276580764,-360.467863268677,-468.496884529053,-598.9237298566406,-522.2950889642979,-405.1365400802558,-612.4050237961629,-412.33130598318655,-369.1838035215145
-662.069422459978,-442.9355306623751,-468.971682830764,-355.585050768677,-470.938290779053,-601.3651361066406,-519.8536827142979,-405.1365400802558,-607.5222112961629,-409.88989973318655,-361.8595847715145
-664.510828709978,-445.3769369123751,-466.530276580764,-353.143644518677,-468.496884529053,-596.4823236066406,-522.2950889642979,-407.5779463302558,-605.0808050461629,-409.88989973318655,-356.9767722715145
-662.069422459978,-450.2597494123751,-468.971682830764,-355.585050768677,-466.055478279053,-594.0409173566406,-517.4122764642979,-405.1365400802558,-605.0808050461629,-405.00708723318655,-359.4181785215145
-664.510828709978,-452.7011556623751,-464.088870330764,-358.026457018677,-463.614072029053,-594.0409173566406,-512.5294639642979,-407.5779463302558,-607.5222112961629,-407.44849348318655,-361.8595847715145
-666.952234959978,-455.1425619123751,-459.206057830764,-355.585050768677,-468.496884529053,-589.1581048566406,-510.08805771429786,-405.1365400802558,-609.9636175461629,-409.88989973318655,-364.3009910215145
-669.393641209978,-450.2597494123751,-456.764651580764,-360.467863268677,-470.938290779053,-591.5995111066406,-505.20524521429786,-402.6951338302558,-602.6393987961629,-407.44849348318655,-369.1838035215145
